"ClientAddress";"ClientID";"ClientName";"ClientStatus";"DayOfBirth";"Gender"
город Москва, Новочерёмушкинская улица, дом 56, корпус 3;IuusU;Матвеевский Вячеслав Анатольевич;Базовый;1975-08-17;Мужчина
город Москва, Новочерёмушкинская улица, дом 61, корпус 1;1mq9r;Костин Василий Евгеньевич;Базовый;1979-04-09;Мужчина
город Москва, Новочерёмушкинская улица, дом 64, корпус 2;0FE1s;Гладкий Владимир Александрович;Серебряный;1983-02-03;Мужчина
город Москва, Новочерёмушкинская улица, дом 64, корпус 3;YdX0t;Мечтанов Николай Владимирович;Серебряный;1985-03-27;Мужчина
город Москва, Новощукинская улица, дом 10, корпус 1;Uft89;Локтикова Наталья Васильевна;Серебряный;1970-09-13;Женщина
город Москва, Новощукинская улица, дом 18, строение 1;CQP3A;Оганезова Наталья Павловна;Золотой;1988-11-20;Женщина
город Москва, Новоясеневский проспект, дом 15, корпус 2;NhRMC;Нецкин Иван Владимирович;Серебряный;1978-02-23;Мужчина
город Москва, Новоясеневский проспект, дом 16, корпус 2;gyDWb;Дзюба Евгений Иванович;Золотой;1986-12-05;Мужчина
город Москва, Новоясеневский проспект, дом 16, корпус 2;kB9Jw;Красильников Николай Николаевич;Базовый;1993-05-08;Мужчина
город Москва, Новоясеневский проспект, дом 16, корпус 2;rkWYx;Зубков Михаил Фёдорович;Базовый;1973-06-07;Мужчина
город Москва, Новоясеневский проспект, дом 16, корпус 2;zDg72;Ласс Виктор Владимирович;Серебряный;1984-03-12;Мужчина
город Москва, Новоясеневский проспект, дом 19, корпус 5;cCnDn;Шаманов Владимир Анатольевич;Базовый;1993-02-25;Мужчина
город Москва, Новоясеневский проспект, дом 19, корпус 5;vxhOn;Герасименко Николай Федорович;Базовый;1988-09-05;Мужчина
город Москва, Новоясеневский проспект, дом 22, корпус 2;YPFL4;Ляблин Андрей Алексеевич;Базовый;1990-04-10;Мужчина
город Москва, Новоясеневский проспект, дом 3, корпус 2;5cjsU;Нуждин Вадим Владимирович;Базовый;1975-01-20;Мужчина
город Москва, Новоясеневский проспект, дом 3, корпус 2;UizKm;Соколов Анатолий Алексеевич;Базовый;1975-02-27;Мужчина
город Москва, Новоясеневский проспект, дом 30, корпус 2;6pMhU;Гребенюк Владимир Алексеевич;Базовый;1988-05-25;Мужчина
